response_id,department,country,region,gender_group,age_band,job_level,tenure_band,work_model,Belonging,Employee Voice,Psychological Safety,Fairness & Opportunity,Inclusive Leadership,inclusion_index_1_5,inclusion_index_0_100,inclusion_outcome
R00294,Operations,IN,APAC,Women,30-39,Individual contributor,< 1 year,Onsite,3.667,3.667,2.333,3.333,2.667,3.133,53.3,3.0
R00295,Operations,IN,APAC,Women,40-49,Individual contributor,1-2 years,Onsite,1.667,3.667,3.667,2.667,2.333,2.8,45.0,3.333
R00297,Operations,IN,APAC,Men,50-59,Individual contributor,3-5 years,Onsite,3.333,1.667,3.0,3.667,2.0,2.733,43.3,2.667
R00298,Operations,IN,APAC,Men,18-29,Team lead,3-5 years,Hybrid,2.0,3.0,2.0,3.667,3.333,2.8,45.0,3.0
R00299,Operations,IN,APAC,Women,18-29,Individual contributor,1-2 years,Onsite,4.667,2.333,3.0,2.667,3.0,3.133,53.3,3.333
R00300,Operations,IN,APAC,Women,60+,Individual contributor,3-5 years,Onsite,2.333,1.667,2.667,2.0,2.667,2.267,31.7,3.0
R00301,Operations,IN,APAC,Men,60+,Manager,3-5 years,Onsite,3.667,4.0,2.333,2.0,4.0,3.2,55.0,3.667
R00303,Operations,IN,APAC,Non-binary / self-described,60+,Senior leader,1-2 years,Onsite,3.667,4.0,4.333,2.333,3.0,3.467,61.7,4.0
R00305,Operations,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,3.0,2.0,3.333,2.667,2.8,45.0,2.0
R00307,Operations,IN,APAC,Women,40-49,Individual contributor,1-2 years,Onsite,2.667,3.0,1.0,3.0,4.667,2.867,46.7,3.333
R00310,Operations,IN,APAC,Men,30-39,Individual contributor,10 years +,Hybrid,4.667,3.667,2.333,2.667,2.667,3.2,55.0,3.667
R00313,Operations,DE,EMEA,Men,50-59,Individual contributor,3-5 years,Onsite,3.667,2.667,3.667,4.667,5.0,3.933,73.3,2.333
R00314,Operations,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,4.0,4.333,4.0,3.667,3.0,3.8,70.0,4.0
R00316,Operations,DE,EMEA,Women,18-29,Team lead,6-10 years,Hybrid,2.0,2.333,3.0,3.333,3.667,2.867,46.7,3.333
R00317,Operations,DE,EMEA,Non-binary / self-described,40-49,Individual contributor,6-10 years,Onsite,5.0,2.0,1.333,2.333,3.667,2.867,46.7,2.667
R00318,Operations,DE,EMEA,Women,40-49,Individual contributor,6-10 years,Onsite,2.0,4.667,1.667,2.333,3.333,2.8,45.0,1.667
R00319,Operations,DE,EMEA,Men,60+,Individual contributor,10 years +,Onsite,2.667,4.333,1.667,2.0,3.0,2.733,43.3,3.0
R00320,Operations,DE,EMEA,Non-binary / self-described,50-59,Team lead,< 1 year,Onsite,3.667,2.667,4.0,3.333,3.333,3.4,60.0,3.333
R00321,Operations,DE,EMEA,Men,40-49,Individual contributor,3-5 years,Onsite,2.667,2.667,4.0,2.333,3.0,2.933,48.3,2.667
R00324,Operations,DE,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,3.0,3.333,3.667,2.333,3.667,3.2,55.0,4.0
R00327,Operations,DE,EMEA,Men,40-49,Team lead,1-2 years,Onsite,3.667,1.333,2.667,4.333,3.0,3.0,50.0,2.333
R00328,Operations,DE,EMEA,Women,18-29,Individual contributor,1-2 years,Onsite,3.333,3.333,2.667,3.333,4.333,3.4,60.0,4.0
R00329,Operations,DE,EMEA,Women,60+,Manager,1-2 years,Onsite,4.0,4.0,2.0,4.667,1.667,3.267,56.7,3.667
R00331,Operations,DE,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,2.333,3.667,2.0,3.0,3.0,2.8,45.0,4.0
R00332,Operations,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,3.667,1.667,1.667,2.333,4.0,2.667,41.7,2.0
R00334,Operations,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,3.667,2.667,3.667,2.667,3.0,3.133,53.3,2.667
R00335,Operations,DE,EMEA,Women,40-49,Individual contributor,< 1 year,Onsite,4.0,3.333,3.667,3.333,1.667,3.2,55.0,3.333
R00337,Operations,DE,EMEA,Men,60+,Individual contributor,10 years +,Hybrid,3.333,2.333,3.0,1.667,2.667,2.6,40.0,1.333
R00339,Operations,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Onsite,2.0,3.0,3.333,2.667,4.333,3.067,51.7,3.333
R00340,Operations,DE,EMEA,Women,40-49,Individual contributor,< 1 year,Onsite,4.0,1.667,3.333,3.333,4.667,3.4,60.0,4.333
R00343,Operations,DE,EMEA,Women,30-39,Individual contributor,10 years +,Onsite,3.667,3.0,2.0,3.0,2.0,2.733,43.3,3.333
R00345,Operations,DE,EMEA,Women,30-39,Individual contributor,3-5 years,Hybrid,2.0,3.667,2.667,2.667,3.0,2.8,45.0,3.0
R00346,Operations,DE,EMEA,Women,60+,Team lead,3-5 years,Hybrid,4.667,1.333,1.667,4.667,4.333,3.333,58.3,2.667
R00347,Operations,DE,EMEA,Men,18-29,Individual contributor,< 1 year,Onsite,3.667,3.0,3.0,2.667,2.0,2.867,46.7,2.667
R00348,Operations,DE,EMEA,Men,50-59,Individual contributor,< 1 year,Onsite,2.0,3.667,4.0,4.0,2.333,3.2,55.0,3.0
R00349,Operations,DE,EMEA,Men,18-29,Team lead,1-2 years,Onsite,2.667,3.0,3.0,3.667,4.333,3.333,58.3,3.333
R00350,Operations,DE,EMEA,Men,50-59,Individual contributor,10 years +,Onsite,2.333,2.333,3.0,3.667,2.333,2.733,43.3,4.333
R00351,Operations,DE,EMEA,Men,30-39,Individual contributor,1-2 years,Onsite,4.667,3.667,2.333,3.333,3.333,3.467,61.7,3.667
R00353,Operations,US,North America,Women,30-39,Team lead,1-2 years,Hybrid,3.667,1.667,3.667,2.0,4.333,3.067,51.7,2.333
R00356,Operations,US,North America,Non-binary / self-described,50-59,Individual contributor,1-2 years,Onsite,5.0,4.0,3.667,3.333,5.0,4.2,80.0,4.333
R00357,Operations,US,North America,Women,18-29,Team lead,10 years +,Onsite,4.0,2.667,3.667,3.333,4.333,3.6,65.0,3.333
R00359,Operations,US,North America,Women,30-39,Team lead,10 years +,Onsite,4.0,4.667,3.667,3.0,4.0,3.867,71.7,4.0
R00360,Operations,US,North America,Women,18-29,Individual contributor,3-5 years,Onsite,3.333,2.667,2.0,1.333,3.0,2.467,36.7,2.0
R00361,Operations,US,North America,Men,18-29,Individual contributor,6-10 years,Onsite,4.0,3.333,5.0,3.333,5.0,4.133,78.3,3.667
R00363,Operations,US,North America,Women,50-59,Individual contributor,10 years +,Onsite,4.667,2.667,4.0,3.0,5.0,3.867,71.7,4.0
R00364,Operations,US,North America,Men,30-39,Manager,1-2 years,Onsite,3.333,4.333,3.0,3.667,5.0,3.867,71.7,3.667
R00368,Operations,US,North America,Women,40-49,Individual contributor,3-5 years,Hybrid,3.0,2.667,4.0,4.333,5.0,3.8,70.0,4.333
R00369,Operations,US,North America,Men,50-59,Individual contributor,3-5 years,Onsite,3.667,3.333,4.0,3.0,5.0,3.8,70.0,3.333
R00373,Operations,US,North America,Women,40-49,Individual contributor,1-2 years,Onsite,4.0,4.667,4.333,2.667,5.0,4.133,78.3,3.0
R00375,Operations,US,North America,Men,30-39,Manager,1-2 years,Onsite,5.0,5.0,4.0,4.333,4.0,4.467,86.7,4.333
R00378,Operations,US,North America,Men,50-59,Team lead,3-5 years,Onsite,3.667,3.333,2.667,2.333,2.667,2.933,48.3,1.667
R00379,Operations,US,North America,Men,60+,Individual contributor,6-10 years,Onsite,1.667,1.333,3.0,1.333,1.0,1.667,16.7,2.0
R00380,Operations,US,North America,Men,18-29,Individual contributor,1-2 years,Onsite,1.667,3.333,2.667,3.333,2.0,2.6,40.0,4.0
R00381,Operations,US,North America,Men,30-39,Individual contributor,< 1 year,Onsite,2.667,2.0,2.667,3.667,3.0,2.8,45.0,1.333
R00383,Operations,US,North America,Women,18-29,Individual contributor,3-5 years,Onsite,4.333,2.333,2.333,2.0,3.0,2.8,45.0,3.667
R00384,Operations,US,North America,Men,18-29,Individual contributor,6-10 years,Remote,2.333,2.667,2.333,3.333,1.0,2.333,33.3,2.667
R00385,Operations,US,North America,Men,30-39,Individual contributor,1-2 years,Onsite,4.0,2.0,1.667,3.667,3.0,2.867,46.7,3.333
R00387,Operations,DE,EMEA,Women,40-49,Individual contributor,6-10 years,Onsite,4.333,2.667,2.667,3.333,3.0,3.2,55.0,4.667
R00388,Operations,DE,EMEA,Men,30-39,Team lead,< 1 year,Onsite,3.333,3.333,2.333,4.0,5.0,3.6,65.0,3.333
R00390,Operations,DE,EMEA,Men,60+,Individual contributor,1-2 years,Onsite,3.333,1.667,4.0,4.333,4.0,3.467,61.7,3.667
R00392,Operations,DE,EMEA,Women,40-49,Individual contributor,3-5 years,Onsite,3.0,4.0,4.333,2.333,4.333,3.6,65.0,3.667
R00393,Operations,DE,EMEA,Women,40-49,Team lead,3-5 years,Onsite,4.333,4.333,3.333,4.0,4.0,4.0,75.0,4.333
R00396,Operations,DE,EMEA,Men,40-49,Individual contributor,10 years +,Hybrid,3.667,4.0,4.333,3.667,4.0,3.933,73.3,3.667
R00400,Operations,DE,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,4.667,2.333,4.0,4.333,4.333,3.933,73.3,4.0
R00401,Operations,DE,EMEA,Non-binary / self-described,30-39,Team lead,1-2 years,Hybrid,3.667,3.0,3.667,4.333,4.667,3.867,71.7,4.333
R00402,Operations,DE,EMEA,Men,18-29,Team lead,3-5 years,Onsite,3.667,4.333,3.333,4.0,4.0,3.867,71.7,4.333
R00403,Operations,DE,EMEA,Men,50-59,Team lead,3-5 years,Onsite,4.667,3.667,3.0,2.333,4.0,3.533,63.3,3.333
R00407,Operations,IN,APAC,Men,50-59,Individual contributor,1-2 years,Onsite,5.0,2.667,4.0,3.0,4.0,3.733,68.3,2.667
R00409,Operations,IN,APAC,Men,50-59,Individual contributor,< 1 year,Hybrid,4.0,3.667,5.0,4.0,5.0,4.333,83.3,5.0
R00412,Operations,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,4.0,3.667,4.333,3.667,3.733,68.3,4.333
R00415,Operations,IN,APAC,Men,30-39,Manager,< 1 year,Onsite,5.0,3.0,4.667,4.667,5.0,4.467,86.7,4.0
R00416,Operations,IN,APAC,Women,40-49,Individual contributor,1-2 years,Onsite,5.0,4.333,4.667,3.667,5.0,4.533,88.3,5.0
R00418,Operations,IN,APAC,Women,18-29,Individual contributor,1-2 years,Hybrid,4.667,2.333,4.333,3.333,5.0,3.933,73.3,4.0
R00421,Operations,DE,EMEA,Women,30-39,Individual contributor,6-10 years,Onsite,3.0,3.333,3.0,3.0,4.0,3.267,56.7,2.333
R00422,Operations,DE,EMEA,Men,50-59,Individual contributor,1-2 years,Onsite,3.0,3.667,2.333,4.667,3.667,3.467,61.7,3.333
R00424,Operations,DE,EMEA,Men,60+,Individual contributor,1-2 years,Onsite,4.333,3.0,4.0,4.0,4.333,3.933,73.3,4.0
R00425,Operations,DE,EMEA,Men,18-29,Individual contributor,6-10 years,Onsite,3.667,3.0,3.0,4.0,3.667,3.467,61.7,4.333
R00427,Operations,DE,EMEA,Men,40-49,Manager,3-5 years,Remote,4.667,3.333,3.667,4.667,4.333,4.133,78.3,3.667
R00428,Operations,DE,EMEA,Non-binary / self-described,40-49,Individual contributor,1-2 years,Onsite,3.667,3.667,2.333,3.667,5.0,3.667,66.7,2.333
R00429,Operations,DE,EMEA,Men,50-59,Individual contributor,3-5 years,Onsite,3.667,3.0,3.333,4.333,2.667,3.4,60.0,2.333
R00431,Operations,DE,EMEA,Men,50-59,Individual contributor,3-5 years,Onsite,3.333,4.0,5.0,4.333,3.333,4.0,75.0,5.0
R00434,Operations,DE,EMEA,Men,50-59,Individual contributor,1-2 years,Onsite,4.667,4.333,4.667,3.333,3.333,4.067,76.7,4.333
R00436,Operations,DE,EMEA,Men,40-49,Individual contributor,< 1 year,Onsite,3.333,4.0,3.333,4.667,4.0,3.867,71.7,4.333
R00440,Operations,CA,North America,Women,60+,Individual contributor,1-2 years,Onsite,2.333,3.667,2.667,3.0,4.333,3.2,55.0,3.667
R00441,Operations,CA,North America,Women,40-49,Manager,10 years +,Onsite,3.667,4.0,2.333,3.667,3.333,3.4,60.0,4.0
R00442,Operations,CA,North America,Men,60+,Individual contributor,< 1 year,Onsite,4.667,3.0,4.333,1.0,5.0,3.6,65.0,4.333
R00443,Operations,CA,North America,Women,50-59,Individual contributor,< 1 year,Onsite,2.667,2.667,2.333,4.0,2.667,2.867,46.7,3.667
R00444,Operations,CA,North America,Men,50-59,Individual contributor,1-2 years,Onsite,4.0,2.0,3.0,2.0,3.333,2.867,46.7,3.333
R00445,Operations,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,3.667,3.333,3.333,3.333,4.667,3.667,66.7,4.0
R00446,Operations,CA,North America,Women,30-39,Individual contributor,6-10 years,Onsite,3.667,2.667,2.333,3.333,4.0,3.2,55.0,3.333
R00447,Operations,CA,North America,Women,30-39,Individual contributor,1-2 years,Onsite,4.0,3.0,5.0,3.0,3.667,3.733,68.3,3.0
R00449,Operations,CA,North America,Women,18-29,Team lead,6-10 years,Onsite,4.0,2.667,1.667,4.0,3.0,3.067,51.7,2.667
R00451,Operations,CA,North America,Women,40-49,Individual contributor,< 1 year,Onsite,5.0,4.333,4.0,4.333,4.0,4.333,83.3,4.0
R00452,Operations,CA,North America,Men,50-59,Individual contributor,6-10 years,Onsite,3.0,2.0,3.333,1.333,4.333,2.8,45.0,3.0
R00454,Operations,CA,North America,Women,50-59,Team lead,6-10 years,Onsite,3.667,2.667,3.0,3.667,4.667,3.533,63.3,2.667
R00455,Operations,CA,North America,Women,30-39,Individual contributor,10 years +,Onsite,1.667,1.667,4.333,2.667,4.667,3.0,50.0,3.0
R00457,Operations,CA,North America,Men,30-39,Individual contributor,1-2 years,Remote,4.333,3.0,2.667,3.333,2.333,3.133,53.3,2.667
R00459,Operations,CA,North America,Men,30-39,Individual contributor,1-2 years,Onsite,2.667,2.667,2.667,4.333,5.0,3.467,61.7,3.667
R00460,Operations,CA,North America,Women,30-39,Individual contributor,3-5 years,Onsite,4.0,3.667,3.667,3.333,4.0,3.733,68.3,4.333
R00461,Operations,CA,North America,Women,40-49,Individual contributor,3-5 years,Onsite,4.333,3.333,2.333,1.333,4.333,3.133,53.3,4.333
R00462,Operations,CA,North America,Women,40-49,Individual contributor,10 years +,Hybrid,3.333,3.333,2.333,1.333,4.0,2.867,46.7,3.667
R00464,Operations,DE,EMEA,Men,30-39,Team lead,3-5 years,Onsite,4.333,3.667,4.667,3.333,4.667,4.133,78.3,3.333
R00465,Operations,DE,EMEA,Men,50-59,Individual contributor,10 years +,Onsite,5.0,2.333,4.0,2.0,2.333,3.133,53.3,4.333
R00469,Operations,DE,EMEA,Women,18-29,Individual contributor,3-5 years,Onsite,3.667,2.0,4.0,3.333,4.333,3.467,61.7,3.667
R00472,Operations,DE,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,3.0,2.333,4.333,3.0,4.667,3.467,61.7,3.667
R00474,Operations,DE,EMEA,Men,60+,Team lead,< 1 year,Onsite,4.667,3.0,4.0,3.333,4.333,3.867,71.7,4.667
R00475,Operations,DE,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,4.667,2.333,2.0,2.667,5.0,3.333,58.3,3.667
R00476,Operations,DE,EMEA,Women,40-49,Individual contributor,10 years +,Onsite,2.667,2.333,3.667,2.667,4.667,3.2,55.0,3.0
R00477,Operations,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Hybrid,3.333,5.0,1.667,2.333,3.333,3.133,53.3,2.0
R00479,Operations,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,4.333,3.333,3.333,2.333,4.667,3.6,65.0,4.333
R00481,Operations,DE,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,4.667,3.667,4.333,2.333,5.0,4.0,75.0,3.667
R00484,Operations,DE,EMEA,Non-binary / self-described,60+,Team lead,< 1 year,Onsite,4.667,4.0,3.667,2.333,4.667,3.867,71.7,3.333
R00485,Operations,DE,EMEA,Men,50-59,Individual contributor,1-2 years,Onsite,4.333,3.0,3.667,3.333,5.0,3.867,71.7,4.333
R00486,Operations,SG,APAC,Women,18-29,Individual contributor,3-5 years,Onsite,3.333,4.667,4.0,3.333,5.0,4.067,76.7,3.667
R00489,Operations,SG,APAC,Men,18-29,Individual contributor,3-5 years,Hybrid,5.0,3.333,5.0,2.667,4.667,4.133,78.3,4.0
R00490,Operations,SG,APAC,Non-binary / self-described,50-59,Manager,6-10 years,Onsite,4.0,4.333,4.0,4.667,3.333,4.067,76.7,4.333
R00492,Operations,SG,APAC,Men,30-39,Individual contributor,6-10 years,Onsite,3.333,3.0,3.333,4.0,4.667,3.667,66.7,4.333
R00493,Operations,SG,APAC,Women,30-39,Individual contributor,6-10 years,Onsite,4.0,2.667,4.333,2.667,4.333,3.6,65.0,5.0
R00496,Operations,SG,APAC,Men,50-59,Individual contributor,10 years +,Hybrid,4.0,3.0,3.333,3.0,4.333,3.533,63.3,3.667
R00497,Operations,SG,APAC,Men,40-49,Individual contributor,< 1 year,Onsite,4.667,3.667,3.667,3.0,4.333,3.867,71.7,3.333
R00500,Operations,SG,APAC,Women,30-39,Individual contributor,6-10 years,Onsite,3.667,3.0,3.0,4.333,4.0,3.6,65.0,3.333
R00502,Operations,IN,APAC,Women,18-29,Individual contributor,10 years +,Onsite,4.333,3.333,4.333,3.0,2.333,3.467,61.7,3.667
R00506,Operations,IN,APAC,Women,30-39,Team lead,3-5 years,Remote,3.667,3.667,2.667,2.667,3.667,3.267,56.7,4.333
R00507,Operations,IN,APAC,Women,30-39,Individual contributor,6-10 years,Hybrid,4.667,3.0,3.667,4.0,4.0,3.867,71.7,3.667
R00508,Operations,IN,APAC,Women,18-29,Individual contributor,3-5 years,Onsite,3.667,2.667,2.0,3.333,3.333,3.0,50.0,3.667
R00510,Operations,IN,APAC,Men,18-29,Individual contributor,10 years +,Hybrid,4.0,2.333,3.333,3.0,3.0,3.133,53.3,2.667
R00511,Operations,IN,APAC,Men,60+,Individual contributor,3-5 years,Onsite,1.667,3.333,4.333,3.333,3.667,3.267,56.7,3.333
R00512,Operations,IN,APAC,Women,30-39,Individual contributor,1-2 years,Hybrid,3.0,1.667,2.333,3.333,4.0,2.867,46.7,2.667
R00513,Operations,IN,APAC,Men,18-29,Individual contributor,< 1 year,Onsite,4.0,4.0,2.667,2.667,3.667,3.4,60.0,3.667
R00516,Operations,IN,APAC,Women,30-39,Individual contributor,1-2 years,Onsite,3.667,3.0,2.667,3.667,2.333,3.067,51.7,3.667
R00519,Operations,US,North America,Women,50-59,Individual contributor,1-2 years,Onsite,2.0,2.667,2.667,4.0,3.667,3.0,50.0,2.333
R00521,Operations,US,North America,Men,50-59,Individual contributor,1-2 years,Onsite,3.667,3.333,2.0,2.333,4.667,3.2,55.0,3.333
R00522,Operations,US,North America,Men,40-49,Individual contributor,1-2 years,Onsite,3.667,3.0,3.667,3.0,2.667,3.2,55.0,3.667
R00525,Operations,US,North America,Men,40-49,Individual contributor,3-5 years,Onsite,3.333,4.0,1.333,4.667,3.0,3.267,56.7,4.333
R00526,Operations,US,North America,Men,18-29,Individual contributor,10 years +,Hybrid,2.0,2.333,2.667,3.333,3.667,2.8,45.0,2.667
R00528,Operations,US,North America,Women,40-49,Individual contributor,10 years +,Onsite,2.667,5.0,1.667,4.0,4.667,3.6,65.0,4.333
R00533,Operations,US,North America,Women,50-59,Individual contributor,1-2 years,Onsite,3.667,4.333,3.333,3.333,3.333,3.6,65.0,2.667
R00534,Operations,US,North America,Women,18-29,Manager,3-5 years,Onsite,3.0,5.0,1.333,3.333,4.0,3.333,58.3,3.0
R00535,Operations,US,North America,Women,50-59,Individual contributor,< 1 year,Onsite,4.0,2.0,2.0,4.0,3.0,3.0,50.0,3.333
R00536,Operations,US,North America,Men,18-29,Individual contributor,< 1 year,Onsite,3.333,3.333,1.667,3.333,4.0,3.133,53.3,4.0
R00537,Operations,US,North America,Men,30-39,Individual contributor,6-10 years,Onsite,2.0,3.667,3.0,2.333,2.667,2.733,43.3,3.333
R00539,Operations,US,North America,Non-binary / self-described,30-39,Individual contributor,< 1 year,Onsite,2.667,4.333,3.333,4.667,3.333,3.667,66.7,3.0
R00540,Operations,US,North America,Women,50-59,Individual contributor,1-2 years,Hybrid,2.0,3.667,2.667,3.333,2.667,2.867,46.7,3.667
R00541,Operations,US,North America,Women,40-49,Team lead,3-5 years,Onsite,4.0,2.0,3.333,4.333,1.667,3.067,51.7,3.667
R00542,Operations,US,North America,Non-binary / self-described,50-59,Individual contributor,1-2 years,Remote,4.667,4.667,2.667,4.0,2.333,3.667,66.7,3.667
R00543,Operations,US,North America,Men,40-49,Individual contributor,< 1 year,Onsite,4.0,3.0,2.0,2.333,2.333,2.733,43.3,2.667
R00544,Operations,US,North America,Men,50-59,Team lead,6-10 years,Remote,4.667,3.667,3.333,3.667,3.667,3.8,70.0,4.333
R00547,Operations,US,North America,Women,30-39,Individual contributor,3-5 years,Onsite,2.667,2.667,3.0,2.667,1.0,2.4,35.0,1.0
R00549,Operations,US,North America,Women,40-49,Manager,3-5 years,Onsite,4.0,4.667,3.333,5.0,4.333,4.267,81.7,4.333
R00550,Operations,US,North America,Men,30-39,Team lead,6-10 years,Onsite,2.667,3.333,3.667,3.0,4.667,3.467,61.7,4.333
R00551,Operations,US,North America,Men,30-39,Individual contributor,6-10 years,Hybrid,3.667,2.667,3.667,3.0,4.0,3.4,60.0,4.667
R00552,Operations,US,North America,Men,30-39,Individual contributor,6-10 years,Onsite,3.667,3.0,4.0,2.667,4.0,3.467,61.7,4.0
R00553,Operations,US,North America,Men,18-29,Team lead,6-10 years,Onsite,4.0,3.0,5.0,3.333,3.0,3.667,66.7,4.0
R00554,Operations,US,North America,Men,40-49,Team lead,1-2 years,Onsite,4.667,3.333,3.333,3.667,4.667,3.933,73.3,4.667
R00555,Operations,US,North America,Women,30-39,Individual contributor,10 years +,Onsite,2.0,2.333,2.0,2.667,3.0,2.4,35.0,1.667
R00556,Operations,US,North America,Men,50-59,Individual contributor,6-10 years,Onsite,3.667,3.333,3.667,3.333,3.667,3.533,63.3,2.667
R00557,Operations,US,North America,Women,50-59,Individual contributor,3-5 years,Onsite,3.333,4.0,4.0,3.333,4.333,3.8,70.0,4.333
R00558,Operations,US,North America,Men,18-29,Individual contributor,3-5 years,Onsite,1.667,4.0,2.667,3.0,2.667,2.8,45.0,3.0
R00559,Operations,US,North America,Women,40-49,Individual contributor,6-10 years,Onsite,3.333,3.0,2.667,3.0,3.0,3.0,50.0,3.333
R00562,Operations,US,North America,Women,40-49,Individual contributor,1-2 years,Onsite,3.0,4.0,4.0,3.333,3.333,3.533,63.3,4.667
R00563,Operations,US,North America,Women,18-29,Team lead,1-2 years,Onsite,3.333,2.667,3.0,4.0,3.667,3.333,58.3,3.0
R00564,Operations,US,North America,Men,60+,Individual contributor,10 years +,Hybrid,2.0,4.667,2.0,3.333,3.667,3.133,53.3,2.667
R00565,Operations,US,North America,Men,30-39,Individual contributor,1-2 years,Onsite,2.0,3.333,3.0,3.667,4.0,3.2,55.0,3.667
R00566,Operations,US,North America,Men,50-59,Individual contributor,< 1 year,Onsite,3.333,2.667,5.0,4.333,3.0,3.667,66.7,3.667
R00567,Operations,US,North America,Women,18-29,Individual contributor,10 years +,Onsite,4.667,4.0,2.0,3.667,4.333,3.733,68.3,3.0
R00568,Operations,CA,North America,Women,30-39,Individual contributor,1-2 years,Hybrid,4.333,3.0,2.667,3.333,4.333,3.533,63.3,3.333
R00571,Operations,CA,North America,Women,30-39,Team lead,10 years +,Remote,4.667,1.667,3.0,4.0,4.0,3.467,61.7,4.0
R00573,Operations,CA,North America,Men,50-59,Team lead,3-5 years,Hybrid,2.667,4.333,2.333,2.667,4.333,3.267,56.7,3.333
R00576,Operations,CA,North America,Women,30-39,Team lead,6-10 years,Onsite,3.667,2.0,4.0,3.333,3.667,3.333,58.3,3.667
R00577,Operations,CA,North America,Women,18-29,Individual contributor,3-5 years,Hybrid,3.667,3.333,3.0,3.0,3.667,3.333,58.3,4.0
R00578,Operations,DE,EMEA,Women,18-29,Individual contributor,6-10 years,Onsite,3.333,3.667,5.0,1.333,4.333,3.533,63.3,3.667
R00579,Operations,DE,EMEA,Women,30-39,Individual contributor,10 years +,Hybrid,5.0,3.333,4.333,3.333,5.0,4.2,80.0,4.333
R00580,Operations,DE,EMEA,Men,18-29,Team lead,3-5 years,Hybrid,4.667,3.333,3.667,4.0,4.667,4.067,76.7,3.667
R00581,Operations,DE,EMEA,Non-binary / self-described,60+,Team lead,6-10 years,Onsite,2.667,3.333,4.333,3.667,4.333,3.667,66.7,4.667
R00583,Operations,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,4.0,3.667,4.0,3.333,5.0,4.0,75.0,5.0
R00584,Operations,DE,EMEA,Women,50-59,Individual contributor,10 years +,Hybrid,3.333,3.333,4.0,3.667,5.0,3.867,71.7,3.667
R00587,Operations,DE,EMEA,Men,30-39,Individual contributor,3-5 years,Onsite,3.667,2.333,5.0,3.667,4.667,3.867,71.7,4.0
R00588,Operations,DE,EMEA,Women,18-29,Manager,3-5 years,Hybrid,4.0,3.667,3.333,4.0,4.667,3.933,73.3,4.667
R00589,Operations,DE,EMEA,Women,30-39,Individual contributor,< 1 year,Onsite,4.667,4.0,4.0,3.0,5.0,4.133,78.3,4.0
R00592,Operations,DE,EMEA,Women,30-39,Individual contributor,1-2 years,Onsite,3.0,4.0,4.333,3.0,3.333,3.533,63.3,4.333
R00595,Operations,DE,EMEA,Men,40-49,Team lead,6-10 years,Onsite,3.667,3.667,5.0,1.667,5.0,3.8,70.0,3.667
R00596,Operations,DE,EMEA,Men,18-29,Team lead,6-10 years,Onsite,4.0,4.333,3.0,4.0,4.667,4.0,75.0,3.0
R00597,Operations,DE,EMEA,Men,18-29,Manager,3-5 years,Onsite,3.667,3.0,4.667,2.333,4.667,3.667,66.7,4.333
